     2    0.13864E+04    0.67383E-01    0.40871E+01
     3    0.12781E+04    0.10666E+00    0.50900E+01
     4    0.11784E+04    0.11579E+00    0.51744E+01
     5    0.11078E+04    0.98836E-01    0.47474E+01
     6    0.10548E+04    0.69983E-01    0.40707E+01
     7    0.10161E+04    0.42705E-01    0.33370E+01
     8    0.99220E+03    0.23999E-01    0.26579E+01
     9    0.97315E+03    0.14373E-01    0.21048E+01
    10    0.96626E+03    0.10738E-01    0.16976E+01
    11    0.96547E+03    0.96005E-02    0.14118E+01
    12    0.96373E+03    0.88331E-02    0.12488E+01
    13    0.96392E+03    0.78055E-02    0.11941E+01
    14    0.97147E+03    0.67575E-02    0.12178E+01
    15    0.98100E+03    0.60609E-02    0.12815E+01
    16    0.98915E+03    0.58706E-02    0.13560E+01
    17    0.99809E+03    0.60711E-02    0.14317E+01
    18    0.10097E+04    0.64411E-02    0.15041E+01
    19    0.10244E+04    0.68395E-02    0.15680E+01
    20    0.10392E+04    0.72581E-02    0.16160E+01
    21    0.10546E+04    0.78100E-02    0.16550E+01
    22    0.10705E+04    0.86249E-02    0.16907E+01
    23    0.10864E+04    0.97380E-02    0.17286E+01
    24    0.11029E+04    0.11146E-01    0.17730E+01
    25    0.11202E+04    0.12835E-01    0.18189E+01
    26    0.11376E+04    0.14775E-01    0.18692E+01
    27    0.11556E+04    0.16931E-01    0.19234E+01
    28    0.11741E+04    0.19275E-01    0.19744E+01
    29    0.11928E+04    0.21824E-01    0.20239E+01
    30    0.12121E+04    0.24592E-01    0.20610E+01
    31    0.12314E+04    0.27557E-01    0.20931E+01
    32    0.12512E+04    0.30727E-01    0.21121E+01
    33    0.12712E+04    0.34068E-01    0.21147E+01
    34    0.12914E+04    0.37633E-01    0.21033E+01
    35    0.13124E+04    0.41462E-01    0.20737E+01
    36    0.13333E+04    0.45588E-01    0.20384E+01
    37    0.13545E+04    0.50008E-01    0.19932E+01
    38    0.13760E+04    0.54688E-01    0.19394E+01
    39    0.13978E+04    0.59637E-01    0.18756E+01
    40    0.14198E+04    0.64880E-01    0.17984E+01
    41    0.14419E+04    0.70435E-01    0.17060E+01
    42    0.14643E+04    0.76305E-01    0.16019E+01
    43    0.14869E+04    0.82480E-01    0.14892E+01
    44    0.15097E+04    0.88956E-01    0.13656E+01
    45    0.15330E+04    0.95725E-01    0.12276E+01
    46    0.15566E+04    0.10281E+00    0.10740E+01
    47    0.15806E+04    0.11020E+00    0.90297E+00
    48    0.16047E+04    0.11792E+00    0.71475E+00
    49    0.16291E+04    0.12599E+00    0.51018E+00
    50    0.16536E+04    0.13442E+00    0.29050E+00
    51    0.16783E+04    0.14316E+00    0.56831E-01
    52    0.17033E+04    0.15223E+00   -0.19030E+00
    53    0.17283E+04    0.16161E+00   -0.45058E+00
    54    0.17535E+04    0.17131E+00   -0.72389E+00
    55    0.17788E+04    0.18130E+00   -0.10104E+01
    56    0.18044E+04    0.19161E+00   -0.13114E+01
    57    0.18304E+04    0.20223E+00   -0.16289E+01
    58    0.18567E+04    0.21316E+00   -0.19625E+01
    59    0.18834E+04    0.22443E+00   -0.23114E+01
    60    0.19102E+04    0.23601E+00   -0.26753E+01
    61    0.19374E+04    0.24792E+00   -0.30544E+01
    62    0.19647E+04    0.26014E+00   -0.34488E+01
    63    0.19922E+04    0.27268E+00   -0.38587E+01
    64    0.20200E+04    0.28551E+00   -0.42843E+01
    65    0.20480E+04    0.29865E+00   -0.47258E+01
    66    0.20764E+04    0.31206E+00   -0.51832E+01
    67    0.21049E+04    0.32575E+00   -0.56555E+01
    68    0.21337E+04    0.33970E+00   -0.61418E+01
    69    0.21628E+04    0.35390E+00   -0.66411E+01
    70    0.21921E+04    0.36834E+00   -0.71527E+01
    71    0.22216E+04    0.38302E+00   -0.76764E+01
    72    0.22515E+04    0.39794E+00   -0.82129E+01
    73    0.22817E+04    0.41310E+00   -0.87627E+01
    74    0.23123E+04    0.42848E+00   -0.93257E+01
    75    0.23433E+04    0.44407E+00   -0.99021E+01
    76    0.23745E+04    0.45984E+00   -0.10491E+02
    77    0.24059E+04    0.47580E+00   -0.11091E+02
    78    0.24375E+04    0.49193E+00   -0.11703E+02
    79    0.24693E+04    0.50821E+00   -0.12326E+02
    80    0.25014E+04    0.52464E+00   -0.12960E+02
